"ID","Token","Sentence","Document","Repeats","Affected Columns"
"Col:text Row:110","Phoebe","[Scene: Joey and Rachel's, Phoebe and Joey are playing Rock 'em, Sock 'em Robots.]","[Scene: Joey and Rachel's, Phoebe and Joey are playing Rock 'em, Sock 'em Robots.]",1,"`text`"
"Col:text Row:110","Joey","[Scene: Joey and Rachel's, Phoebe and Joey are playing Rock 'em, Sock 'em Robots.]","[Scene: Joey and Rachel's, Phoebe and Joey are playing Rock 'em, Sock 'em Robots.]",1,"`text`"
"Col:text Row:110","Sock","[Scene: Joey and Rachel's, Phoebe and Joey are playing Rock 'em, Sock 'em Robots.]","[Scene: Joey and Rachel's, Phoebe and Joey are playing Rock 'em, Sock 'em Robots.]",1,"`text`"
"Col:text Row:110","'em","[Scene: Joey and Rachel's, Phoebe and Joey are playing Rock 'em, Sock 'em Robots.]","[Scene: Joey and Rachel's, Phoebe and Joey are playing Rock 'em, Sock 'em Robots.]",1,"`text`"
"Col:text Row:110","Robots","[Scene: Joey and Rachel's, Phoebe and Joey are playing Rock 'em, Sock 'em Robots.]","[Scene: Joey and Rachel's, Phoebe and Joey are playing Rock 'em, Sock 'em Robots.]",1,"`text`"
"Col:text Row:115","Mr.","(They go into the hallway and see Mr. Treeger watching one of New York's bravest breakdown Monica and Chandler's door with an ax.]","(They go into the hallway and see Mr. Treeger watching one of New York's bravest breakdown Monica and Chandler's door with an ax.]",1,"`text`"
"Col:text Row:115","Treeger","(They go into the hallway and see Mr. Treeger watching one of New York's bravest breakdown Monica and Chandler's door with an ax.]","(They go into the hallway and see Mr. Treeger watching one of New York's bravest breakdown Monica and Chandler's door with an ax.]",1,"`text`"
"Col:text Row:115","New","(They go into the hallway and see Mr. Treeger watching one of New York's bravest breakdown Monica and Chandler's door with an ax.]","(They go into the hallway and see Mr. Treeger watching one of New York's bravest breakdown Monica and Chandler's door with an ax.]",1,"`text`"
"Col:text Row:115","York","(They go into the hallway and see Mr. Treeger watching one of New York's bravest breakdown Monica and Chandler's door with an ax.]","(They go into the hallway and see Mr. Treeger watching one of New York's bravest breakdown Monica and Chandler's door with an ax.]",1,"`text`"
"Col:text Row:115","Monica","(They go into the hallway and see Mr. Treeger watching one of New York's bravest breakdown Monica and Chandler's door with an ax.]","(They go into the hallway and see Mr. Treeger watching one of New York's bravest breakdown Monica and Chandler's door with an ax.]",1,"`text`"
"Col:text Row:115","Chandler","(They go into the hallway and see Mr. Treeger watching one of New York's bravest breakdown Monica and Chandler's door with an ax.]","(They go into the hallway and see Mr. Treeger watching one of New York's bravest breakdown Monica and Chandler's door with an ax.]",1,"`text`"
"Col:text Row:116","Whoa","Whoa!","Whoa! Whoa! Whoa! Treeger, what are you doing?",1,"`text`"
"Col:text Row:116","Whoa","Whoa!","Whoa! Whoa! Whoa! Treeger, what are you doing?",1,"`text`"
"Col:text Row:116","Whoa","Whoa!","Whoa! Whoa! Whoa! Treeger, what are you doing?",1,"`text`"
"Col:text Row:116","Treeger","Treeger, what are you doing?","Whoa! Whoa! Whoa! Treeger, what are you doing?",1,"`text`"
"Col:speaker Row:117","Mr.","Mr. Treeger","Mr. Treeger",8,"`speaker`"
"Col:speaker Row:117","Treeger","Mr. Treeger","Mr. Treeger",8,"`speaker`"
"Col:text Row:122","Airport","[Scene: The Airport, Chandler and Monica are following the previous couple through a tiny hallway that proves this is a set on a sound stage and not an actual airport, and see them enter the first class lounge.]","[Scene: The Airport, Chandler and Monica are following the previous couple through a tiny hallway that proves this is a set on a sound stage and not an actual airport, and see them enter the first class lounge.]",1,"`text`"
"Col:text Row:122","Chandler","[Scene: The Airport, Chandler and Monica are following the previous couple through a tiny hallway that proves this is a set on a sound stage and not an actual airport, and see them enter the first class lounge.]","[Scene: The Airport, Chandler and Monica are following the previous couple through a tiny hallway that proves this is a set on a sound stage and not an actual airport, and see them enter the first class lounge.]",1,"`text`"
"Col:text Row:122","Monica","[Scene: The Airport, Chandler and Monica are following the previous couple through a tiny hallway that proves this is a set on a sound stage and not an actual airport, and see them enter the first class lounge.]","[Scene: The Airport, Chandler and Monica are following the previous couple through a tiny hallway that proves this is a set on a sound stage and not an actual airport, and see them enter the first class lounge.]",1,"`text`"
"Col:text Row:127","God","Oh my God!","Oh my God! Oranges!",1,"`text`"
"Col:text Row:129","Uh","Uh sir, may I see your tickets please?","Uh sir, may I see your tickets please?",1,"`text`"
"Col:speaker Row:129","Airline","Airline Employee","Airline Employee",4,"`speaker`"
"Col:speaker Row:129","Employee","Airline Employee","Airline Employee",4,"`speaker`"
"Col:text Row:133","Sir","Sir, this is not a first class ticket.","Sir, this is not a first class ticket. I'm sorry.",1,"`text`"
"Col:text Row:134","Apology","Apology accepted.","Apology accepted. Excuse us.",1,"`text`"
"Col:text Row:135","Sir","Sir!","Sir! I'm afraid I'm gonna have to ask you to leave.",1,"`text`"
"Col:text Row:137","Hallway","[Scene: The Hallway Outside Ross's Apartment, Ross is walking towards his apartment and sees Rachel sitting in front of the door.]","[Scene: The Hallway Outside Ross's Apartment, Ross is walking towards his apartment and sees Rachel sitting in front of the door.]",1,"`text`"
"Col:text Row:137","Outside","[Scene: The Hallway Outside Ross's Apartment, Ross is walking towards his apartment and sees Rachel sitting in front of the door.]","[Scene: The Hallway Outside Ross's Apartment, Ross is walking towards his apartment and sees Rachel sitting in front of the door.]",1,"`text`"
"Col:text Row:137","Ross","[Scene: The Hallway Outside Ross's Apartment, Ross is walking towards his apartment and sees Rachel sitting in front of the door.]","[Scene: The Hallway Outside Ross's Apartment, Ross is walking towards his apartment and sees Rachel sitting in front of the door.]",1,"`text`"
"Col:text Row:137","Apartment","[Scene: The Hallway Outside Ross's Apartment, Ross is walking towards his apartment and sees Rachel sitting in front of the door.]","[Scene: The Hallway Outside Ross's Apartment, Ross is walking towards his apartment and sees Rachel sitting in front of the door.]",1,"`text`"
"Col:text Row:137","Ross","[Scene: The Hallway Outside Ross's Apartment, Ross is walking towards his apartment and sees Rachel sitting in front of the door.]","[Scene: The Hallway Outside Ross's Apartment, Ross is walking towards his apartment and sees Rachel sitting in front of the door.]",1,"`text`"
"Col:text Row:137","Rachel","[Scene: The Hallway Outside Ross's Apartment, Ross is walking towards his apartment and sees Rachel sitting in front of the door.]","[Scene: The Hallway Outside Ross's Apartment, Ross is walking towards his apartment and sees Rachel sitting in front of the door.]",1,"`text`"
"Col:text Row:145","Ross","Uh, Ross and Rachel.","Okay. Uh, Ross and Rachel. Rachel and Ross. That's been one heck of a see-saw hasn't it?",1,"`text`"
"Col:text Row:145","Rachel","Uh, Ross and Rachel.","Okay. Uh, Ross and Rachel. Rachel and Ross. That's been one heck of a see-saw hasn't it?",1,"`text`"
"Col:text Row:145","Rachel","Rachel and Ross.","Okay. Uh, Ross and Rachel. Rachel and Ross. That's been one heck of a see-saw hasn't it?",1,"`text`"
"Col:text Row:145","Ross","Rachel and Ross.","Okay. Uh, Ross and Rachel. Rachel and Ross. That's been one heck of a see-saw hasn't it?",1,"`text`"
"Col:text Row:152","Ross","Ross?","I'm pregnant. Ross? Ross? Okay, whenever you're ready. And you're the father by the way-but you got that...",1,"`text`"
"Col:text Row:152","Ross","Ross?","I'm pregnant. Ross? Ross? Okay, whenever you're ready. And you're the father by the way-but you got that...",1,"`text`"
"Col:text Row:153","Ross","[Scene: Ross's Apartment, continued from earlier.]","[Scene: Ross's Apartment, continued from earlier.]",1,"`text`"
"Col:text Row:153","Apartment","[Scene: Ross's Apartment, continued from earlier.]","[Scene: Ross's Apartment, continued from earlier.]",1,"`text`"
"Col:text Row:156","Ross","Ross, there is no pressure on you.","Ross, there is no pressure on you. Okay? I mean you can as involved as you want.",1,"`text`"
"Col:text Row:162","Ross","Okay Ross come on let's just forget about the condoms.","Okay Ross come on let's just forget about the condoms.",1,"`text`"
"Col:text Row:164","Listen","Listen, y'know what?","Listen, y'know what? I was really freaked out too when I found out...",1,"`text`"
"Col:text Row:172","Monica","[Scene: Monica and Chandler's, Mr. Treeger has finished inspecting Monica and Chandler's apartment.]","[Scene: Monica and Chandler's, Mr. Treeger has finished inspecting Monica and Chandler's apartment.]",1,"`text`"
"Col:text Row:172","Chandler","[Scene: Monica and Chandler's, Mr. Treeger has finished inspecting Monica and Chandler's apartment.]","[Scene: Monica and Chandler's, Mr. Treeger has finished inspecting Monica and Chandler's apartment.]",1,"`text`"
"Col:text Row:172","Mr.","[Scene: Monica and Chandler's, Mr. Treeger has finished inspecting Monica and Chandler's apartment.]","[Scene: Monica and Chandler's, Mr. Treeger has finished inspecting Monica and Chandler's apartment.]",1,"`text`"
"Col:text Row:172","Treeger","[Scene: Monica and Chandler's, Mr. Treeger has finished inspecting Monica and Chandler's apartment.]","[Scene: Monica and Chandler's, Mr. Treeger has finished inspecting Monica and Chandler's apartment.]",1,"`text`"
"Col:text Row:172","Monica","[Scene: Monica and Chandler's, Mr. Treeger has finished inspecting Monica and Chandler's apartment.]","[Scene: Monica and Chandler's, Mr. Treeger has finished inspecting Monica and Chandler's apartment.]",1,"`text`"
"Col:text Row:172","Chandler","[Scene: Monica and Chandler's, Mr. Treeger has finished inspecting Monica and Chandler's apartment.]","[Scene: Monica and Chandler's, Mr. Treeger has finished inspecting Monica and Chandler's apartment.]",1,"`text`"
"Col:text Row:176","Chandler","And listen, could you do us a favor and not tell Chandler and Monica about this?","Oh great! And listen, could you do us a favor and not tell Chandler and Monica about this? 'Cause y'know umm, they don't-they don't have any kids of their own and-and this door was like a child to them.",1,"`text`"
"Col:text Row:176","Monica","And listen, could you do us a favor and not tell Chandler and Monica about this?","Oh great! And listen, could you do us a favor and not tell Chandler and Monica about this? 'Cause y'know umm, they don't-they don't have any kids of their own and-and this door was like a child to them.",1,"`text`"
"Col:text Row:179","Whoa","Whoa!","Whoa! This looks like an all day job, I'll have to cancel my yoga class. Hey Ross!",1,"`text`"
"Col:text Row:179","Ross","Hey Ross!","Whoa! This looks like an all day job, I'll have to cancel my yoga class. Hey Ross!",1,"`text`"
"Col:text Row:181","Jasmine","Could you tell Jasmine that I won't make it to yoga class today?","Could you tell Jasmine that I won't make it to yoga class today?",1,"`text`"
"Col:text Row:183","Namaste","Namaste.","Namaste.",2,"`text`"
"Col:text Row:185","Ross","(Treeger leaves and Ross notices the door.)","(Treeger leaves and Ross notices the door.)",1,"`text`"
"Col:text Row:186","God","Oh my God!","Oh my God! What happened to the door?!",1,"`text`"
"Col:text Row:188","Rachel","Look, is Rachel here?","Look, is Rachel here? I really need to talk to her.",1,"`text`"
"Col:text Row:190","Rachel","Okay, okay look you guys know that Rachel and I slept together, but there's something else.","Yeah but uh... Okay, okay look you guys know that Rachel and I slept together, but there's something else. Rachel's pregnant.",1,"`text`"
"Col:text Row:190","Rachel","Rachel's pregnant.","Yeah but uh... Okay, okay look you guys know that Rachel and I slept together, but there's something else. Rachel's pregnant.",1,"`text`"
"Col:text Row:191","God","Oh my God!!!","Oh my God!!! I can't believe that!!",1,"`text`"
"Col:text Row:192","God","Holy mother of God!!!","Holy mother of God!!!",1,"`text`"
"Col:text Row:201","Ross","Oh Ross.","Oh Ross.",1,"`text`"
"Col:text Row:205","Whoa","Whoa!","Whoa! Hey! Whoa!! Hold up! Are you serious?! So like 3% of the time they don't even work?! Huh? They should put that on the box!",1,"`text`"
"Col:text Row:208","Atlantis","[Scene: The Atlantis Resort, Chandler and Monica are arriving to check in, but are behind the couple from before again.]","[Scene: The Atlantis Resort, Chandler and Monica are arriving to check in, but are behind the couple from before again.]",1,"`text`"
"Col:text Row:208","Resort","[Scene: The Atlantis Resort, Chandler and Monica are arriving to check in, but are behind the couple from before again.]","[Scene: The Atlantis Resort, Chandler and Monica are arriving to check in, but are behind the couple from before again.]",1,"`text`"
"Col:text Row:208","Chandler","[Scene: The Atlantis Resort, Chandler and Monica are arriving to check in, but are behind the couple from before again.]","[Scene: The Atlantis Resort, Chandler and Monica are arriving to check in, but are behind the couple from before again.]",1,"`text`"
"Col:text Row:208","Monica","[Scene: The Atlantis Resort, Chandler and Monica are arriving to check in, but are behind the couple from before again.]","[Scene: The Atlantis Resort, Chandler and Monica are arriving to check in, but are behind the couple from before again.]",1,"`text`"
"Col:speaker Row:212","Front","Front Desk Clerk","Front Desk Clerk",1,"`speaker`"
"Col:speaker Row:212","Desk","Front Desk Clerk","Front Desk Clerk",1,"`speaker`"
"Col:speaker Row:212","Clerk","Front Desk Clerk","Front Desk Clerk",1,"`speaker`"
"Col:text Row:219","Monica","[Scene: Monica and Chandler's, Joey is on the phone and Phoebe is watching him.]","[Scene: Monica and Chandler's, Joey is on the phone and Phoebe is watching him.]",1,"`text`"
"Col:text Row:219","Chandler","[Scene: Monica and Chandler's, Joey is on the phone and Phoebe is watching him.]","[Scene: Monica and Chandler's, Joey is on the phone and Phoebe is watching him.]",1,"`text`"
"Col:text Row:219","Joey","[Scene: Monica and Chandler's, Joey is on the phone and Phoebe is watching him.]","[Scene: Monica and Chandler's, Joey is on the phone and Phoebe is watching him.]",1,"`text`"
"Col:text Row:219","Phoebe","[Scene: Monica and Chandler's, Joey is on the phone and Phoebe is watching him.]","[Scene: Monica and Chandler's, Joey is on the phone and Phoebe is watching him.]",1,"`text`"
"Col:text Row:220","Monica","Hey Monica it's Joey.","Hey Monica it's Joey. Listen uh, Phoebe and I smell gas comin' from your apartment.",1,"`text`"
"Col:text Row:220","Joey","Hey Monica it's Joey.","Hey Monica it's Joey. Listen uh, Phoebe and I smell gas comin' from your apartment.",1,"`text`"
"Col:text Row:220","Listen","Listen uh, Phoebe and I smell gas comin' from your apartment.","Hey Monica it's Joey. Listen uh, Phoebe and I smell gas comin' from your apartment.",1,"`text`"
"Col:text Row:220","uh","Listen uh, Phoebe and I smell gas comin' from your apartment.","Hey Monica it's Joey. Listen uh, Phoebe and I smell gas comin' from your apartment.",1,"`text`"
"Col:text Row:220","Phoebe","Listen uh, Phoebe and I smell gas comin' from your apartment.","Hey Monica it's Joey. Listen uh, Phoebe and I smell gas comin' from your apartment.",1,"`text`"
"Col:text Row:221","Joey","Joey smells gas!","What? Are you serious?! Joey smells gas!",1,"`text`"
"Col:text Row:231","Rachel","[Scene: A doctor's office, Rachel is on an examining table with her legs in the stirrups.]","[Scene: A doctor's office, Rachel is on an examining table with her legs in the stirrups.]",1,"`text`"
"Col:text Row:232","Okay","Okay Rachel, are you comfortable?","Okay Rachel, are you comfortable?",1,"`text`"
"Col:text Row:232","Rachel","Okay Rachel, are you comfortable?","Okay Rachel, are you comfortable?",1,"`text`"
"Col:text Row:243","Rach","I mean I was thinking about myself when I really-I should have been thinking about you Rach...","What? Oh yeah. I'm sorry. I mean I-I think I went a little crazy. I mean I was thinking about myself when I really-I should have been thinking about you Rach...",1,"`text`"
"Col:text Row:244","Head","Head Ross!","Okay. Head Ross! Head Ross! Head Ross!",1,"`text`"
"Col:text Row:244","Ross","Head Ross!","Okay. Head Ross! Head Ross! Head Ross!",1,"`text`"
"Col:text Row:244","Head","Head Ross!","Okay. Head Ross! Head Ross! Head Ross!",1,"`text`"
"Col:text Row:244","Ross","Head Ross!","Okay. Head Ross! Head Ross! Head Ross!",1,"`text`"
"Col:text Row:244","Head","Head Ross!","Okay. Head Ross! Head Ross! Head Ross!",1,"`text`"
"Col:text Row:244","Ross","Head Ross!","Okay. Head Ross! Head Ross! Head Ross!",1,"`text`"
"Col:text Row:250","Ross","But Ross, we are not in love, are we?","Yeah, maybe if you're in love. But Ross, we are not in love, are we?",1,"`text`"
"Col:text Row:253","Rach","Come on Rach, you can't even eat alone in a restaurant.","Come on Rach, you can't even eat alone in a restaurant.",1,"`text`"
"Col:text Row:261","Monica","I grew up with Monica!","I grew up with Monica! If you didn't eat fast you didn't eat!!",1,"`text`"
"Col:speaker Row:262","Dr","Dr. Long","Dr. Long",4,"`speaker`"
"Col:speaker Row:262","Long","Dr. Long","Dr. Long",4,"`speaker`"
"Col:text Row:263","Dr.","Oh no Dr. Long, please come in.","Oh no Dr. Long, please come in. This is Ross, he is the father.",1,"`text`"
"Col:text Row:263","Long","Oh no Dr. Long, please come in.","Oh no Dr. Long, please come in. This is Ross, he is the father.",1,"`text`"
"Col:text Row:263","Ross","This is Ross, he is the father.","Oh no Dr. Long, please come in. This is Ross, he is the father.",1,"`text`"
"Col:text Row:269","God","Oh my God.","Oh my God.",1,"`text`"
"Col:text Row:274","Dr.","(Dr. Long exits and Rachel starts to cry.)","(Dr. Long exits and Rachel starts to cry.)",1,"`text`"
"Col:text Row:274","Long","(Dr. Long exits and Rachel starts to cry.)","(Dr. Long exits and Rachel starts to cry.)",1,"`text`"
"Col:text Row:274","exits","(Dr. Long exits and Rachel starts to cry.)","(Dr. Long exits and Rachel starts to cry.)",1,"`text`"
